交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/05/10,TXO,202112  ,20400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,20600.0000,買權,-,-,-,-,0,54,145,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,20600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,20600.0000,賣權,-,-,-,-,0,4170,0,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,20600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,20800.0000,買權,-,-,-,-,0,46.5,144,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,20800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,20800.0000,賣權,-,-,-,-,0,4360,0,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,20800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,21000.0000,買權,-,-,-,-,0,40.5,0,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,21000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,21000.0000,賣權,-,-,-,-,0,4550,0,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,21000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,21200.0000,買權,35,35,35,35,1,35,2,25,52,40,35,,一般,
2021/05/10,TXO,202112  ,21200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/10,TXO,202112  ,21200.0000,賣權,-,-,-,-,0,4740,0,-,-,-,-,,一般,
2021/05/10,TXO,202112  ,21200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15100.0000,買權,-,-,-,-,0,1500,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15100.0000,賣權,0.5,5.6,0.2,1.1,1280,1.1,1261,0.9,1.3,5.6,0.1,,一般,
2021/05/11,TXO,202105W2,15100.0000,賣權,0.2,0.5,0.1,0.4,138,-,-,-,0.5,2.6,0.1,,盤後,
2021/05/11,TXO,202105W2,15200.0000,買權,-,-,-,-,0,1400,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15200.0000,賣權,0.5,7.1,0.3,1.3,737,1.3,1395,1,1.3,7.1,0.1,,一般,
2021/05/11,TXO,202105W2,15200.0000,賣權,0.3,0.3,0.1,0.1,140,-,-,0.1,0.5,5,0.1,,盤後,
2021/05/11,TXO,202105W2,15300.0000,買權,-,-,-,-,0,1300,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15300.0000,賣權,0.9,8.6,0.7,1.3,1138,1.3,1431,1.1,4.7,8.6,0.2,,一般,
2021/05/11,TXO,202105W2,15300.0000,賣權,0.3,0.3,0.3,0.3,120,-,-,0.1,0.6,5.4,0.2,,盤後,
2021/05/11,TXO,202105W2,15400.0000,買權,-,-,-,-,0,1200,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15400.0000,賣權,0.9,10.5,0.5,1.8,798,1.8,946,1.7,4.7,10.5,0.2,,一般,
2021/05/11,TXO,202105W2,15400.0000,賣權,0.5,0.6,0.5,0.6,2,-,-,0.1,0.7,6.5,0.2,,盤後,
2021/05/11,TXO,202105W2,15500.0000,買權,-,-,-,-,0,1100,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15500.0000,賣權,1.1,13,0.6,2.4,1457,2.4,2760,2.4,8,13,0.2,,一般,
2021/05/11,TXO,202105W2,15500.0000,賣權,0.5,0.7,0.5,0.7,5,-,-,0.1,0.7,8.6,0.2,,盤後,
2021/05/11,TXO,202105W2,15600.0000,買權,920,920,920,920,1,1000,1,865,1020,920,920,,一般,
2021/05/11,TXO,202105W2,15600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15600.0000,賣權,1.3,16,0.6,3.2,2497,3.2,3251,3.2,10,16,0.3,,一般,
2021/05/11,TXO,202105W2,15600.0000,賣權,0.5,0.9,0.5,0.9,125,-,-,0.9,1.5,11,0.3,,盤後,
2021/05/11,TXO,202105W2,15700.0000,買權,-,-,-,-,0,910,1,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15700.0000,賣權,1.5,20,0.6,4.5,3321,4.5,2579,3.1,12,20,0.4,,一般,
2021/05/11,TXO,202105W2,15700.0000,賣權,1.2,1.2,0.9,1,134,-,-,0.3,1,14.5,0.4,,盤後,
2021/05/11,TXO,202105W2,15800.0000,買權,-,-,-,-,0,810,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15800.0000,賣權,1.6,26,0.5,12,4533,8.9,1774,6.2,11.5,26,0.4,,一般,
2021/05/11,TXO,202105W2,15800.0000,賣權,1.3,1.3,0.4,1.2,209,-,-,0.3,1.2,20,0.4,,盤後,
2021/05/11,TXO,202105W2,15900.0000,買權,-,-,-,-,0,715,1,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,15900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,15900.0000,賣權,1.3,33,1,9.8,5610,9.8,4315,10,11,33,0.6,,一般,
2021/05/11,TXO,202105W2,15900.0000,賣權,1,1.3,0.7,1.3,339,-,-,0.8,1.3,25.5,0.6,,盤後,
2021/05/11,TXO,202105W2,16000.0000,買權,660,660,565,580,5,615,3,498,735,870,565,,一般,
2021/05/11,TXO,202105W2,16000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,16000.0000,賣權,2.2,42,0.7,14,15377,14,5112,13.5,15,42,0.6,,一般,
2021/05/11,TXO,202105W2,16000.0000,賣權,1.6,1.6,0.7,1.2,251,-,-,0.8,1.5,34.5,0.6,,盤後,
2021/05/11,TXO,202105W2,16100.0000,買權,700,720,429,495,31,520,31,426,645,1260,429,,一般,
2021/05/11,TXO,202105W2,16100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,16100.0000,賣權,2.3,55,1.4,19.5,15189,19.5,4101,19.5,21.5,55,0.7,,一般,
2021/05/11,TXO,202105W2,16100.0000,賣權,1.3,1.5,1,1.5,178,-,-,0.8,1.4,44,0.7,,盤後,
2021/05/11,TXO,202105W2,16200.0000,買權,750,750,355,399,24,428,15,400,555,855,355,,一般,
2021/05/11,TXO,202105W2,16200.0000,買權,845,845,845,845,1,-,-,187,-,855,610,,盤後,
2021/05/11,TXO,202105W2,16200.0000,賣權,2.8,71,1.7,28,20882,28,6507,28,29,71,0.7,,一般,
2021/05/11,TXO,202105W2,16200.0000,賣權,1.5,2,0.7,1.6,140,-,-,1.6,1.7,57,0.7,,盤後,
2021/05/11,TXO,202105W2,16300.0000,買權,590,590,303,323,48,341,34,282,473,740,303,,一般,
2021/05/11,TXO,202105W2,16300.0000,買權,740,740,740,740,1,-,-,600,-,740,500,,盤後,
2021/05/11,TXO,202105W2,16300.0000,賣權,3.5,92,2.6,41,21802,41,5407,40,42,92,0.9,,一般,
2021/05/11,TXO,202105W2,16300.0000,賣權,1.3,2.2,0.9,2.1,487,-,-,1.7,2.1,74,0.9,,盤後,
2021/05/11,TXO,202105W2,16350.0000,買權,484,510,232,287,43,297,21,288,434,665,232,,一般,
2021/05/11,TXO,202105W2,16350.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,16350.0000,賣權,4.7,106,3.6,47.5,16659,47.5,2883,47.5,51,106,1,,一般,
2021/05/11,TXO,202105W2,16350.0000,賣權,1.9,2.5,1,2.5,162,-,-,1.5,2.5,68,1,,盤後,
2021/05/11,TXO,202105W2,16400.0000,買權,480,480,191,254,220,254,147,248,264,945,191,,一般,
2021/05/11,TXO,202105W2,16400.0000,買權,780,780,665,665,2,-,-,147,-,945,440,,盤後,
2021/05/11,TXO,202105W2,16400.0000,賣權,4.9,122,4.3,57,27454,57,5242,57,60,122,1,,一般,
2021/05/11,TXO,202105W2,16400.0000,賣權,1.7,7.5,1,3.7,256,-,-,1.8,3.7,92,1,,盤後,
2021/05/11,TXO,202105W2,16450.0000,買權,346,420,161,221,881,221,496,217,222,775,161,,一般,
2021/05/11,TXO,202105W2,16450.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,16450.0000,賣權,6.1,140,5.3,70,20849,70,2438,69,73,140,1.2,,一般,
2021/05/11,TXO,202105W2,16450.0000,賣權,1.9,3.5,1.4,3.5,287,-,-,1.7,4.3,103,1.2,,盤後,
2021/05/11,TXO,202105W2,16500.0000,買權,470,500,131,182,2961,182,758,180,185,785,131,,一般,
2021/05/11,TXO,202105W2,16500.0000,買權,685,730,675,675,3,-,-,120,-,785,393,,盤後,
2021/05/11,TXO,202105W2,16500.0000,賣權,6,160,6,83,46794,83,5050,82,84,160,1.5,,一般,
2021/05/11,TXO,202105W2,16500.0000,賣權,2.3,4.9,1.5,2.9,833,-,-,4.2,5,115,1.5,,盤後,
2021/05/11,TXO,202105W2,16550.0000,買權,400,400,104,153,2580,153,736,148,151,785,104,,一般,
2021/05/11,TXO,202105W2,16550.0000,買權,640,640,640,640,4,-,-,200,-,785,350,,盤後,
2021/05/11,TXO,202105W2,16550.0000,賣權,6.4,183,6.4,99,31229,99,4099,98,100,183,1.4,,一般,
2021/05/11,TXO,202105W2,16550.0000,賣權,1.9,7,1.8,6.6,396,-,-,5,6.6,130,1.4,,盤後,
2021/05/11,TXO,202105W2,16600.0000,買權,360,388,81,119,7724,119,2100,117,119,785,81,,一般,
2021/05/11,TXO,202105W2,16600.0000,買權,550,550,500,500,2,-,-,354,-,785,283,,盤後,
2021/05/11,TXO,202105W2,16600.0000,賣權,9.1,209,9.1,118,44075,118,5633,117,119,209,1.8,,一般,
2021/05/11,TXO,202105W2,16600.0000,賣權,2.4,7.9,1.8,6.5,1126,-,-,5.1,6.5,145,1.8,,盤後,
2021/05/11,TXO,202105W2,16650.0000,買權,337,341,61,91,7697,91,1427,91,93,725,61,,一般,
2021/05/11,TXO,202105W2,16650.0000,買權,545,580,540,580,11,-,-,95,-,725,253,,盤後,
2021/05/11,TXO,202105W2,16650.0000,賣權,13,240,13,143,32391,143,2932,140,145,240,2.8,,一般,
2021/05/11,TXO,202105W2,16650.0000,賣權,4,12,3,11.5,721,-,-,10,13,160,2.8,,盤後,
2021/05/11,TXO,202105W2,16700.0000,買權,292,314,44,70,16580,70,3777,69,70,675,44,,一般,
2021/05/11,TXO,202105W2,16700.0000,買權,473,540,388,388,31,-,-,120,-,675,200,,盤後,
2021/05/11,TXO,202105W2,16700.0000,賣權,15.5,274,15,166,47434,166,5878,167,169,274,3.5,,一般,
2021/05/11,TXO,202105W2,16700.0000,賣權,4.5,15,4.4,13,1654,-,-,13,14,180,3.5,,盤後,
2021/05/11,TXO,202105W2,16750.0000,買權,250,260,30,49,17996,49,3243,49,49.5,590,30,,一般,
2021/05/11,TXO,202105W2,16750.0000,買權,448,448,433,433,2,-,-,75,-,590,180,,盤後,
2021/05/11,TXO,202105W2,16750.0000,賣權,21,308,21,193,34413,193,3666,193,296,308,4.1,,一般,
2021/05/11,TXO,202105W2,16750.0000,賣權,7.3,19,5.6,19,1601,-,-,19,19.5,199,4.1,,盤後,
2021/05/11,TXO,202105W2,16800.0000,買權,211,233,20,33.5,36519,33.5,6772,32.5,33.5,590,20,,一般,
2021/05/11,TXO,202105W2,16800.0000,買權,435,438,300,300,30,-,-,251,300,590,150,,盤後,
2021/05/11,TXO,202105W2,16800.0000,賣權,30,349,30,232,46497,232,6274,207,234,349,5.3,,一般,
2021/05/11,TXO,202105W2,16800.0000,賣權,7.5,30,7.5,25.5,4567,-,-,24,25.5,222,5.3,,盤後,
2021/05/11,TXO,202105W2,16850.0000,買權,168,195,13,21.5,38596,21.5,7511,21.5,22,540,13,,一般,
2021/05/11,TXO,202105W2,16850.0000,買權,383,392,250,250,37,-,-,207,-,540,119,,盤後,
2021/05/11,TXO,202105W2,16850.0000,賣權,39,390,36,276,30828,276,7681,267,385,390,6.8,,一般,
2021/05/11,TXO,202105W2,16850.0000,賣權,9,35,9,31.5,4837,-,-,30.5,35,247,6.8,,盤後,
2021/05/11,TXO,202105W2,16900.0000,買權,160,160,8.7,16,51324,16,8741,15,16,496,8.7,,一般,
2021/05/11,TXO,202105W2,16900.0000,買權,343,343,178,178,161,-,-,159,194,496,101,,盤後,
2021/05/11,TXO,202105W2,16900.0000,賣權,50,441,50,316,28151,316,5964,305,316,441,9,,一般,
2021/05/11,TXO,202105W2,16900.0000,賣權,13,42,12,41,8382,-,-,41,42,341,9,,盤後,
2021/05/11,TXO,202105W2,16950.0000,買權,148,160,6,10.5,43591,10.5,8061,10,10.5,445,6,,一般,
2021/05/11,TXO,202105W2,16950.0000,買權,288,298,138,150,106,-,-,138,167,445,83,,盤後,
2021/05/11,TXO,202105W2,16950.0000,賣權,71,482,71,353,19670,360,3604,273,395,482,11.5,,一般,
2021/05/11,TXO,202105W2,16950.0000,賣權,18,55,16,55,6089,-,-,51,55,302,11.5,,盤後,
2021/05/11,TXO,202105W2,17000.0000,買權,104,110,4.3,7,66620,7,13879,6.8,7.1,406,4.3,,一般,
2021/05/11,TXO,202105W2,17000.0000,買權,258,261,108,113,1038,-,-,112,113,406,65,,盤後,
2021/05/11,TXO,202105W2,17000.0000,賣權,87,515,65,401,22111,407,3598,401,418,515,16,,一般,
2021/05/11,TXO,202105W2,17000.0000,賣權,26,76,21.5,72,15615,-,-,72,73,363,16,,盤後,
2021/05/11,TXO,202105W2,17050.0000,買權,80,86,3.3,4.9,43749,4.9,8409,5,5.3,356,3.3,,一般,
2021/05/11,TXO,202105W2,17050.0000,買權,209,218,78,86,1228,-,-,86,89,356,51,,盤後,
2021/05/11,TXO,202105W2,17050.0000,賣權,116,580,110,455,7972,455,2374,336,660,580,18.5,,一般,
2021/05/11,TXO,202105W2,17050.0000,賣權,33.5,97,29,94,11902,-,-,90,94,355,18.5,,盤後,
2021/05/11,TXO,202105W2,17100.0000,買權,59,60,2.8,3.6,47122,3.6,9183,3.1,3.8,315,2.8,,一般,
2021/05/11,TXO,202105W2,17100.0000,買權,175,180,56,63,4660,-,-,60,64,315,38,,盤後,
2021/05/11,TXO,202105W2,17100.0000,賣權,140,620,133,510,8877,505,3239,498,575,620,24.5,,一般,
2021/05/11,TXO,202105W2,17100.0000,賣權,43,128,39,118,16195,-,-,118,119,420,24.5,,盤後,
2021/05/11,TXO,202105W2,17150.0000,買權,34,38,2.3,3,31302,3,6352,2.8,3,272,2.3,,一般,
2021/05/11,TXO,202105W2,17150.0000,買權,143,144,40,41,7076,-,-,40.5,42,272,30,,盤後,
2021/05/11,TXO,202105W2,17150.0000,賣權,170,680,25,550,4702,550,2094,540,560,680,25,,一般,
2021/05/11,TXO,202105W2,17150.0000,賣權,59,163,53,150,10724,-,-,146,150,420,28,,盤後,
2021/05/11,TXO,202105W2,17200.0000,買權,27,27,2.2,2.5,30443,2.5,8249,2.5,2.8,232,2.2,,一般,
2021/05/11,TXO,202105W2,17200.0000,買權,115,115,25.5,30,13675,-,-,30,32,232,22,,盤後,
2021/05/11,TXO,202105W2,17200.0000,賣權,217,710,212,615,4302,600,2127,550,615,710,33,,一般,
2021/05/11,TXO,202105W2,17200.0000,賣權,77,192,71,190,12076,-,-,183,188,475,33,,盤後,
2021/05/11,TXO,202105W2,17250.0000,買權,18,18,1.7,2.3,23738,2.3,6917,2,2.2,192,1.7,,一般,
2021/05/11,TXO,202105W2,17250.0000,買權,83,85,12.5,21,15107,-,-,20,21.5,192,12.5,,盤後,
2021/05/11,TXO,202105W2,17250.0000,賣權,243,770,241,680,2082,650,1648,605,865,770,45,,一般,
2021/05/11,TXO,202105W2,17250.0000,賣權,103,238,93,220,7337,-,-,225,238,485,45,,盤後,
2021/05/11,TXO,202105W2,17300.0000,買權,12,12,1.4,1.5,21385,1.5,9036,1.4,1.7,158,1.4,,一般,
2021/05/11,TXO,202105W2,17300.0000,買權,64,64,9.6,13.5,20728,-,-,13,14,158,9.6,,盤後,
2021/05/11,TXO,202105W2,17300.0000,賣權,302,820,302,705,1611,700,2130,685,715,820,66,,一般,
2021/05/11,TXO,202105W2,17300.0000,賣權,128,280,120,271,4869,-,-,264,280,565,66,,盤後,
2021/05/11,TXO,202105W2,17350.0000,買權,7,7,1,1,12685,1,7837,0.8,1,129,1,,一般,
2021/05/11,TXO,202105W2,17350.0000,買權,42,42.5,7,11,13327,-,-,9,11,129,6,,盤後,
2021/05/11,TXO,202105W2,17350.0000,賣權,320,885,320,815,564,750,773,630,965,885,81,,一般,
2021/05/11,TXO,202105W2,17350.0000,賣權,162,321,153,313,1928,-,-,298,329,555,81,,盤後,
2021/05/11,TXO,202105W2,17400.0000,買權,4.6,4.6,1.1,1.5,16085,1,9498,1,1.3,98,1.1,,一般,
2021/05/11,TXO,202105W2,17400.0000,買權,27.5,28.5,5,8,16891,-,-,6.1,8.8,98,5,,盤後,
2021/05/11,TXO,202105W2,17400.0000,賣權,392,880,392,840,315,800,941,710,835,880,103,,一般,
2021/05/11,TXO,202105W2,17400.0000,賣權,195,385,191,385,994,-,-,345,375,660,103,,盤後,
2021/05/11,TXO,202105W2,17450.0000,買權,3,3.3,0.9,1.1,7330,1,5313,1.1,1.3,75,0.9,,一般,
2021/05/11,TXO,202105W2,17450.0000,買權,18,18,3,3,8290,-,-,2.7,4.4,75,3,,盤後,
2021/05/11,TXO,202105W2,17450.0000,賣權,483,865,479,865,123,850,208,730,1070,865,138,,一般,
2021/05/11,TXO,202105W2,17450.0000,賣權,236,396,236,396,110,-,-,244,1900,396,138,,盤後,
2021/05/11,TXO,202105W2,17500.0000,買權,2.3,2.5,0.1,0.1,10661,1,12474,0.1,1.2,56,0.1,,一般,
2021/05/11,TXO,202105W2,17500.0000,買權,11.5,11.5,1.3,2.3,6917,-,-,1.8,2.3,56,1.3,,盤後,
2021/05/11,TXO,202105W2,17500.0000,賣權,535,950,530,950,248,900,284,780,915,950,168,,一般,
2021/05/11,TXO,202105W2,17500.0000,賣權,280,406,275,406,428,-,-,333,1960,740,168,,盤後,
2021/05/11,TXO,202105W2,17550.0000,買權,2.1,2.1,0.8,1,4261,1,3443,0.8,1,39.5,0.8,,一般,
2021/05/11,TXO,202105W2,17550.0000,買權,5.1,6.9,1.6,2,1729,-,-,1.8,2,39.5,1.6,,盤後,
2021/05/11,TXO,202105W2,17550.0000,賣權,800,825,800,800,9,950,10,830,1170,825,266,,一般,
2021/05/11,TXO,202105W2,17550.0000,賣權,340,390,340,382,9,-,-,392,-,390,266,,盤後,
2021/05/11,TXO,202105W2,17600.0000,買權,1.5,1.7,0.6,0.9,5518,0.9,7404,0.5,1.3,27,0.6,,一般,
2021/05/11,TXO,202105W2,17600.0000,買權,3.4,4.5,1,1.9,4147,-,-,1.6,1.9,27,1,,盤後,
2021/05/11,TXO,202105W2,17600.0000,賣權,655,1100,620,1060,30,1000,64,880,1220,1100,241,,一般,
2021/05/11,TXO,202105W2,17600.0000,賣權,375,499,375,499,36,-,-,441,1020,825,241,,盤後,
2021/05/11,TXO,202105W2,17650.0000,買權,1,1.3,0.5,0.7,647,0.7,5863,0.2,0.8,17.5,0.5,,一般,
2021/05/11,TXO,202105W2,17650.0000,買權,1.9,2.5,1.2,1.2,381,-,-,1.2,1.7,17.5,1.2,,盤後,
2021/05/11,TXO,202105W2,17650.0000,賣權,-,-,-,-,0,1050,10,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,17650.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,17700.0000,買權,0.8,1.1,0.3,0.6,2086,0.7,9568,0.6,0.9,14.5,0.3,,一般,
2021/05/11,TXO,202105W2,17700.0000,買權,1.5,1.6,0.8,0.9,1006,-,-,0.9,1,14.5,0.8,,盤後,
2021/05/11,TXO,202105W2,17700.0000,賣權,745,1090,730,1090,4,1100,27,1080,1120,1090,328,,一般,
2021/05/11,TXO,202105W2,17700.0000,賣權,485,530,485,530,3,-,-,100,2170,845,328,,盤後,
2021/05/11,TXO,202105W2,17750.0000,買權,1,1.1,0.5,0.5,653,0.7,1782,0.5,0.7,7.6,0.4,,一般,
2021/05/11,TXO,202105W2,17750.0000,買權,0.7,1.5,0.4,0.8,130,-,-,0.6,0.8,7.6,0.4,,盤後,
2021/05/11,TXO,202105W2,17750.0000,賣權,770,770,770,770,1,1150,0,1130,1280,770,467,,一般,
2021/05/11,TXO,202105W2,17750.0000,賣權,580,580,580,580,1,-,-,100,-,580,467,,盤後,
2021/05/11,TXO,202105W2,17800.0000,買權,1,1,0.3,0.7,1551,0.7,4011,0.5,0.7,9,0.3,,一般,
2021/05/11,TXO,202105W2,17800.0000,買權,0.5,0.9,0.3,0.4,190,-,-,0.3,0.6,9,0.3,,盤後,
2021/05/11,TXO,202105W2,17800.0000,賣權,-,-,-,-,0,1200,6,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,17800.0000,賣權,595,700,570,700,5,-,-,420,-,700,525,,盤後,
2021/05/11,TXO,202105W2,17900.0000,買權,0.2,0.6,0.2,0.4,733,0.4,1788,0.1,0.6,5.1,0.2,,一般,
2021/05/11,TXO,202105W2,17900.0000,買權,0.2,0.7,0.2,0.3,43,-,-,0.2,0.4,5.1,0.2,,盤後,
2021/05/11,TXO,202105W2,17900.0000,賣權,-,-,-,-,0,1300,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,17900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18000.0000,買權,0.3,0.5,0.2,0.4,369,0.4,2347,-,0.5,3.4,0.1,,一般,
2021/05/11,TXO,202105W2,18000.0000,買權,0.2,0.5,0.1,0.1,4,-,-,0.1,0.5,3.4,0.1,,盤後,
2021/05/11,TXO,202105W2,18000.0000,賣權,-,-,-,-,0,1400,2,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18000.0000,賣權,795,795,795,795,1,-,-,163,-,940,655,,盤後,
2021/05/11,TXO,202105W2,18100.0000,買權,0.2,0.4,0.2,0.3,140,0.4,340,-,0.6,2.9,0.2,,一般,
2021/05/11,TXO,202105W2,18100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18100.0000,賣權,-,-,-,-,0,1500,3,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18200.0000,買權,0.2,0.4,0.1,0.4,27,0.4,148,-,0.6,1.5,0.1,,一般,
2021/05/11,TXO,202105W2,18200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18200.0000,賣權,-,-,-,-,0,1600,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18300.0000,買權,-,-,-,-,0,0.3,550,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18300.0000,賣權,-,-,-,-,0,1700,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18400.0000,買權,-,-,-,-,0,0.3,367,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18400.0000,賣權,-,-,-,-,0,1800,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18500.0000,買權,0.1,0.3,0.1,0.3,120,0.3,96,0.2,0.5,0.3,0.1,,一般,
2021/05/11,TXO,202105W2,18500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18500.0000,賣權,-,-,-,-,0,1900,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18600.0000,買權,-,-,-,-,0,0.1,2,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18600.0000,賣權,-,-,-,-,0,2000,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18700.0000,買權,-,-,-,-,0,0.1,182,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18700.0000,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18800.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18800.0000,賣權,-,-,-,-,0,2200,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18900.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,18900.0000,賣權,-,-,-,-,0,2300,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,18900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,19000.0000,買權,0.4,0.4,0.4,0.4,1,0.1,75,-,0.4,0.4,0.1,,一般,
2021/05/11,TXO,202105W2,19000.0000,買權,0.1,0.3,0.1,0.3,104,-,-,-,0.3,0.3,0.1,,盤後,
2021/05/11,TXO,202105W2,19000.0000,賣權,-,-,-,-,0,2400,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/11,TXO,202105W2,19100.0000,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般,
2021/05/11,TXO,202105W2,19100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
